Final patched KSP GameData PART inventory: 1439 parts
Source: ModuleManager.ConfigCache

0001 | ALCOR_LanderCapsule | ALCOR Pod(A) | cat=Pods | mass=1.800000 t | bulk=size1 | engines=- | gimbal=- deg | ASET/ALCOR/Part/ALCOR.cfg
0137 | nfa-liftfan-375-1 | HVR-TWO Heavy Lift Fan | cat=Propulsion | mass=4.240000 t | bulk=srf | engines=AirBreathing 510 kN; ElectricalDrive 455 kN | gimbal=2 deg | NearFutureAeronautics/Parts/Engine/LiftFans/nfa-liftfan-375-1.cfg
0138 | nfa-multimodal-125-1 | AE-2B S.C.I.M.I.T.A.R. Engine | cat=Propulsion | mass=2.100000 t | bulk=size1 | engines=AirBreathing 105 kN; ClosedCycle 200 kN | gimbal=3 deg | NearFutureAeronautics/Parts/Engine/Multimode/nfa-multimodal-125-1.cfg
0139 | nfa-multimodal-25-1 | AE-1 B.R.O.A.D.S.W.O.R.D. Engine | cat=Engine | mass=7.600000 t | bulk=size2 | engines=AirBreathing 530 kN; ClosedCycle 820 kN | gimbal=3 deg | NearFutureAeronautics/Parts/Engine/Multimode/nfa-multimodal-25-1.cfg
0140 | nfa-multimodal-25-2 | AE-2 C.U.T.L.A.S.S. Engine | cat=Engine | mass=7.900000 t | bulk=size2 | engines=AirBreathing 470 kN; ClosedCycle 700 kN | gimbal=1.5 deg | NearFutureAeronautics/Parts/Engine/Multimode/nfa-multimodal-25-2.cfg
0141 | nfa-propfan-125-1 | AP27 'Corkscrew' Propfan Engine | cat=Propulsion | mass=1.700000 t | bulk=size1 | engines=- 120 kN | gimbal=1 deg | NearFutureAeronautics/Parts/Engine/Propellers/nfa-propfan-125-1.cfg
0142 | nfa-turboprop-125-1 | AP4000 "Buzzsaw" Turboprop Engine | cat=Propulsion | mass=1.900000 t | bulk=size1 | engines=- 148 kN | gimbal=- deg | NearFutureAeronautics/Parts/Engine/Propellers/nfa-turboprop-125-1.cfg
0143 | nfa-vtol-0625-1 | JL-16 'Yellowjacket' VTOL Engine | cat=Propulsion | mass=0.100000 t | bulk=srf | engines=AirBreathing 80 kN | gimbal=6 deg | NearFutureAeronautics/Parts/Engine/VTOL/nfa-vtol-0625-1.cfg
0144 | nfa-vtol-125-1 | JL-40 'Hornet' VTOL Engine | cat=Propulsion | mass=0.250000 t | bulk=srf | engines=AirBreathing 210 kN | gimbal=6 deg | NearFutureAeronautics/Parts/Engine/VTOL/nfa-vtol-125-1.cfg
0145 | nfa-enginecooler-25-1 | Heavy Engine Precooler | cat=Aero | mass=0.480000 t | bulk=size2, srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-enginecooler-25-1.cfg
0146 | nfa-enginenacelle-25-1 | Heavy Extended Engine Nacelle | cat=Aero | mass=0.709120 t | bulk=size2, srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-enginenacelle-25-1.cfg
0147 | nfa-enginenacelle-25-2 | Heavy Engine Nacelle | cat=Aero | mass=0.594560 t | bulk=size2, srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-enginenacelle-25-2.cfg
0148 | nfa-enginepod-1 | AV-1-2 Dual Engine Pod | cat=Aero | mass=0.291840 t | bulk=size1, srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-enginepod-1.cfg
0149 | nfa-enginepod-2 | AV-1-3 Triple Engine Pod | cat=Aero | mass=0.437760 t | bulk=size1, srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-enginepod-2.cfg
0150 | nfa-enginepod-large-1 | AVX-20 Heavy Engine Pod | cat=Aero | mass=1.514000 t | bulk=size2, srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-enginepod-large-1.cfg
0151 | nfa-fueltank-25-1 | Mk2A 800X Aviation Fuel Tank | cat=FuelTank | mass=4.569600 t | bulk=size2, srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-fueltank-25-1.cfg
0152 | nfa-fueltank-25-2 | Mk2A 400X Aviation Fuel Tank | cat=FuelTank | mass=2.284800 t | bulk=size2, srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-fueltank-25-2.cfg
0153 | nfa-fueltank-25-3 | Mk2A 200X Aviation Fuel Tank | cat=FuelTank | mass=1.142400 t | bulk=size2, srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-fueltank-25-3.cfg
0154 | nfa-fueltank-25-4 | Mk2A 100X Aviation Fuel Tank | cat=FuelTank | mass=0.571200 t | bulk=size2, srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-fueltank-25-4.cfg
0155 | nfa-intake-largecircular | High-Bypass Fan Intake | cat=Aero | mass=0.055770 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-intake-largecircular.cfg
0156 | nfa-intake-largeramp | Advanced Ram Intake | cat=Aero | mass=0.210000 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-intake-largeramp.cfg
0157 | nfa-intake-largeshock | Advanced Shock Intake | cat=Aero | mass=0.115050 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-intake-largeshock.cfg
0158 | nfa-intake-radial-1 | Heavy Ram Intake | cat=Aero | mass=0.150000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-intake-radial-1.cfg
0159 | nfa-intake-radial-2 | Heavy Ram Intake | cat=Aero | mass=0.150000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/Nacelle/nfa-intake-radial-2.cfg
0160 | nfa-rcsblister-1 | ARV-100-8 Heavy RCS Blister | cat=Control | mass=0.150000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureAeronautics/Parts/RCS/nfa-rcsblister-1.cfg
0161 | adapter-125-0625-1 | SM-1 Stack Adapter | cat=Structural | mass=0.030000 t | bulk=size1, size0 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Adapters/adapter-125/adapter-125-0625-1.cfg
0162 | adapter-125-0625-2 | SM-2 Stack Dual Adapter | cat=Structural | mass=0.040000 t | bulk=size1, size0 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Adapters/adapter-125/adapter-125-0625-2.cfg
0163 | adapter-125-0625-3 | SM-3 Stack Triple Adapter | cat=Structural | mass=0.045000 t | bulk=size1, size0 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Adapters/adapter-125/adapter-125-0625-3.cfg
0164 | adapter-125-0625-4 | SM-4 Stack Quad Adapter | cat=Structural | mass=0.050000 t | bulk=size1, size0 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Adapters/adapter-125/adapter-125-0625-4.cfg
0165 | adapter-25-125 | Rockomax Skeletal Structural Adapter | cat=Structural | mass=0.050000 t | bulk=size1, size2 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Adapters/adapter-25/adapter-25-125.cfg
0166 | adapter-25-multi-1 | SE-4-OMNI Stack Multi-Adapter | cat=Structural | mass=0.150000 t | bulk=size2, size0 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Adapters/adapter-25/adapter-25-multi-1.cfg
0167 | adapter-375-25-1 | Rockomax Skeletal XL Structural Adapter | cat=Structural | mass=0.125000 t | bulk=size3, size2 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Adapters/adapter-375/adapter-375-25-1.cfg
0168 | adapter-rad-0625 | S-MINI Radial Stack Adapter | cat=Structural | mass=0.008000 t | bulk=size0, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Adapters/adapter-radial/adapter-rad-0625.cfg
0169 | adapter-rad-125 | S-MED Radial Stack Adapter | cat=Structural | mass=0.045000 t | bulk=size1, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Adapters/adapter-radial/adapter-rad-125.cfg
0170 | docking-linear-1 | Grip-O-Tron Linear Docking Connector | cat=Coupling | mass=0.100000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Docking/docking-truss/docking-linear-1.cfg
0171 | docking-linear-2 | Grip-O-Tron XL Linear Docking Connector | cat=Coupling | mass=0.300000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Docking/docking-truss/docking-linear-2.cfg
0172 | truss-circular-01 | Annular Modular Truss XL | cat=Structural | mass=3.000000 t | bulk=size4, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-circular/truss-circular-01.cfg
0173 | truss-circular-02 | Annular Modular Truss | cat=Structural | mass=1.500000 t | bulk=size4, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-circular/truss-circular-02.cfg
0174 | truss-circular-03 | Annular Modular Truss Mini | cat=Structural | mass=0.750000 t | bulk=size4, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-circular/truss-circular-03.cfg
0175 | truss-circular-04 | Annular Modular Truss Micro | cat=Structural | mass=0.450000 t | bulk=size4, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-circular/truss-circular-04.cfg
0176 | truss-circular-adapter-01 | Annular Truss Adapter | cat=Structural | mass=0.400000 t | bulk=size4, size3 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-circular/truss-circular-adapter-01.cfg
0177 | truss-circular-adapter-02 | Annular Truss Adapter V2 | cat=Structural | mass=0.350000 t | bulk=size4, size3 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-circular/truss-circular-adapter-02.cfg
0178 | truss-circular-docking-01 | Annular Truss Docking Connector | cat=Coupling | mass=0.650000 t | bulk=size4 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-circular/truss-circular-docking-01.cfg
0179 | truss-hex-01 | Hexa-Girder Modular Truss L1 | cat=Structural | mass=0.200000 t | bulk=hextruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-hex/truss-hex-01.cfg
0180 | truss-hex-02 | Hexa-Girder Modular Truss M1 | cat=Structural | mass=0.100000 t | bulk=hextruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-hex/truss-hex-02.cfg
0181 | truss-hex-03 | Hexa-Girder Modular Truss S1 | cat=Structural | mass=0.050000 t | bulk=hextruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-hex/truss-hex-03.cfg
0182 | truss-hex-adapter-01 | Hexa-Girder Truss Adapter | cat=Structural | mass=0.030000 t | bulk=hextruss, srf, size1 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-hex/truss-hex-adapter-01.cfg
0183 | truss-micro-01 | Cubic-Family Large Strut | cat=Structural | mass=0.004000 t | bulk=size0, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-micro/truss-micro-1.cfg
0184 | truss-micro-02 | Cubic-Family Medium Strut | cat=Structural | mass=0.002000 t | bulk=size0, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-micro/truss-micro-2.cfg
0185 | truss-micro-adapter-01 | Cubic-Family Strut Adapter | cat=Structural | mass=0.005000 t | bulk=size0 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-micro/truss-micro-adapter-1.cfg
0186 | truss-octo-01 | Octo-Girder Modular Truss XL | cat=Structural | mass=0.450000 t | bulk=octotruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-01.cfg
0187 | truss-octo-02 | Octo-Girder Modular Truss | cat=Structural | mass=0.225000 t | bulk=octotruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-02.cfg
0188 | truss-octo-03 | Octo-Girder Modular Truss Mini | cat=Structural | mass=0.112500 t | bulk=octotruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-03.cfg
0189 | truss-octo-04 | Octo-Girder Modular Truss Micro | cat=Structural | mass=0.056250 t | bulk=octotruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-04.cfg
0190 | truss-octo-adapter-01 | Octo-Girder Modular Adapter | cat=Structural | mass=0.080000 t | bulk=octotruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-adapter-01.cfg
0191 | truss-octo-adapter-crew-01 | Octo-Girder Pressurized Adapter | cat=Structural | mass=0.140000 t | bulk=octotruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-adapter-crew-01.cfg
0192 | truss-octo-angled-01 | Octo-Girder Modular Angular Connector | cat=Structural | mass=0.250000 t | bulk=octotruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-angled-01.cfg
0193 | truss-octo-angled-crew-01 | Octo-Girder Pressurized Angular Connector | cat=Structural | mass=0.450000 t | bulk=octotruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-angled-crew-01.cfg
0194 | truss-octo-attach-01 | Octo-Girder Radial Attach Node | cat=Structural | mass=0.100000 t | bulk=octotruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-attach-01.cfg
0195 | truss-octo-crew-01 | Octo-Girder Pressurized Truss XL | cat=Structural | mass=0.850000 t | bulk=octotruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-crew-01.cfg
0196 | truss-octo-crew-02 | Octo-Girder Pressurized Truss | cat=Structural | mass=0.425000 t | bulk=octotruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-crew-02.cfg
0197 | truss-octo-crew-03 | Octo-Girder Pressurized Truss Mini | cat=Structural | mass=0.212500 t | bulk=octotruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-crew-03.cfg
0198 | truss-octo-docking-125 | Octo-Girder Docking Connector | cat=Coupling | mass=0.150000 t | bulk=octotruss, size1 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-docking-125.cfg
0199 | truss-octo-docking-25 | Octo-Girder Heavy Docking Connector | cat=Coupling | mass=0.300000 t | bulk=octotruss, size2 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-docking-25.cfg
0200 | truss-octo-docking-octo | Octo-Girder Octagonal Docking Connector | cat=Coupling | mass=0.200000 t | bulk=octotruss | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-docking-octo.cfg
0201 | truss-octo-drone-01 | Octo-Girder Guidance Unit | cat=Pods | mass=0.650000 t | bulk=octotruss | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-drone-01.cfg
0202 | truss-octo-hub-01 | Octo-Girder Modular Hub | cat=Structural | mass=0.500000 t | bulk=octotruss | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-hub-01.cfg
0203 | truss-octo-hub-crew-01 | Octo-Girder Pressurized Hub | cat=Structural | mass=0.900000 t | bulk=octotruss | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-octo/truss-octo-hub-crew-01.cfg
0204 | truss-spinal-01 | Spinal Modular Truss | cat=Structural | mass=0.750000 t | bulk=spinaltruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-spinal/truss-spinal-01.cfg
0205 | truss-spinal-02 | Spinal Modular Truss Mini | cat=Structural | mass=0.375000 t | bulk=spinaltruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-spinal/truss-spinal-02.cfg
0206 | truss-spinal-03 | Spinal Modular Truss Micro | cat=Structural | mass=0.187500 t | bulk=spinaltruss, srf | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-spinal/truss-spinal-03.cfg
0207 | truss-spinal-adapter-01 | Spinal Truss Series-3 Adapter | cat=Structural | mass=0.250000 t | bulk=spinaltruss, srf, size3 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-spinal/truss-spinal-adapter-01.cfg
0208 | truss-spinal-adapter-02 | Spinal Truss Series-2 Adapter | cat=Structural | mass=0.200000 t | bulk=spinaltruss, srf, size2 | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-spinal/truss-spinal-adapter-02.cfg
0209 | truss-spinal-docking-01 | Spinal Truss Docking Connector | cat=Coupling | mass=0.450000 t | bulk=spinaltruss | engines=- | gimbal=- deg | NearFutureConstruction/Parts/Truss/truss-spinal/truss-spinal-docking-01.cfg
0210 | reactor-0625 | MX-0 'KerboPower' Fission Generator | cat=none | mass=0.164000 t | bulk=size0 | engines=- | gimbal=- deg | NearFutureElectrical/Legacy/Parts/FissionReactors/reactor-0625.cfg
0211 | reactor-125 | MX-1 'GARNET' Fission Reactor | cat=none | mass=1.067000 t | bulk=size1 | engines=- | gimbal=- deg | NearFutureElectrical/Legacy/Parts/FissionReactors/reactor-125.cfg
0212 | reactor-25-2 | MX-2L 'Excalibur' Fission Reactor | cat=none | mass=7.764000 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureElectrical/Legacy/Parts/FissionReactors/reactor-25-2.cfg
0213 | reactor-25 | MX-2S 'Prometheus' Fission Reactor | cat=none | mass=5.212000 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureElectrical/Legacy/Parts/FissionReactors/reactor-25.cfg
0214 | reactor-375-2 | MX-3L 'Hermes' Fission Reactor | cat=none | mass=15.445000 t | bulk=size3 | engines=- | gimbal=- deg | NearFutureElectrical/Legacy/Parts/FissionReactors/reactor-375-2.cfg
0215 | reactor-375 | MX-3S F.L.A.T. Fission Reactor | cat=none | mass=5.404000 t | bulk=size3 | engines=- | gimbal=- deg | NearFutureElectrical/Legacy/Parts/FissionReactors/reactor-375.cfg
0216 | nuclearfuel-0625 | MF-0 Nuclear Fuel Drum | cat=none | mass=0.164550 t | bulk=size0 | engines=- | gimbal=- deg | NearFutureElectrical/Legacy/Parts/NuclearFuel/nuclearfuel-0625.cfg
0217 | nuclearfuel-125 | MF-1 Nuclear Fuel Drum | cat=none | mass=0.822750 t | bulk=size1 | engines=- | gimbal=- deg | NearFutureElectrical/Legacy/Parts/NuclearFuel/nuclearfuel-125.cfg
0218 | nuclearfuel-25 | MF-2 Nuclear Fuel Drum | cat=none | mass=2.632800 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureElectrical/Legacy/Parts/NuclearFuel/nuclearfuel-25.cfg
0219 | nuclear-recycler-25 | Whirlijig Nuclear Reprocessor | cat=none | mass=8.750000 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureElectrical/Legacy/Parts/Resources/nuclear-recycler-25.cfg
0220 | rtg-0625 | #LOC_NFElectrical_rtg-0625_title | cat=none | mass=0.140000 t | bulk=srf, size0 | engines=- | gimbal=- deg | NearFutureElectrical/Legacy/Parts/RTG/rtg-0625.cfg
0221 | battery-0625 | B-3K Rechargeable Battery Bank | cat=Electrical | mass=0.140000 t | bulk=size0 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/Batteries/battery-0625.cfg
0222 | battery-125 | B-6K Rechargeable Battery Bank | cat=Electrical | mass=0.320000 t | bulk=size1 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/Batteries/battery-125.cfg
0223 | battery-25 | B-12K Rechargeable Battery Bank | cat=Electrical | mass=0.600000 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/Batteries/battery-25.cfg
0224 | battery-rad-125 | B-800 Rechargeable Battery | cat=Electrical | mass=0.040000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureElectrical/Parts/Batteries/battery-rad-125.cfg
0225 | capacitor-0625 | CAR-1.6K Capacitor Bank | cat=Electrical | mass=0.010000 t | bulk=size0 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/Capacitors/capacitor-0625.cfg
0226 | capacitor-125 | CAR-8K Capacitor Bank | cat=Electrical | mass=0.050000 t | bulk=size1 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/Capacitors/capacitor-125.cfg
0227 | capacitor-25 | CAR-EXTRA Capacitor Bank | cat=Electrical | mass=0.200000 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/Capacitors/capacitor-25.cfg
0228 | capacitor-rad-0625-2 | CAP-106 Capacitor | cat=Electrical | mass=0.018800 t | bulk=srf | engines=- | gimbal=- deg | NearFutureElectrical/Parts/Capacitors/capacitor-rad-0625-2.cfg
0229 | capacitor-rad-0625 | CAP-101 Capacitor | cat=Electrical | mass=0.005000 t | bulk=srf | engines=- | gimbal=- deg | NearFutureElectrical/Parts/Capacitors/capacitor-rad-0625.cfg
0230 | nfe-reactor-0625-1 | MX-0 'Toaster' Fission Reactor | cat=Electrical | mass=0.166000 t | bulk=size0 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/FissionReactors/nfe-reactor-0625-1.cfg
0231 | nfe-reactor-125-1 | MX-1 'Garnet' Fission Reactor | cat=Electrical | mass=0.549000 t | bulk=size1 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/FissionReactors/nfe-reactor-125-1.cfg
0232 | nfe-reactor-1875-1 | MX-1B 'Prometheus' Fission Reactor | cat=Electrical | mass=1.678000 t | bulk=size1p5 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/FissionReactors/nfe-reactor-1875-1.cfg
0233 | nfe-reactor-25-1 | MX-2C 'Hyperion' Fission Reactor | cat=Electrical | mass=5.000000 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/FissionReactors/nfe-reactor-25-1.cfg
0234 | nfe-reactor-25-2 | MX-2L 'Excalibur' Fission Reactor | cat=Electrical | mass=7.143000 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/FissionReactors/nfe-reactor-25-2.cfg
0235 | nfe-reactor-375-1 | MX-3L 'Hermes' Fission Reactor | cat=Electrical | mass=10.870000 t | bulk=size3 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/FissionReactors/nfe-reactor-375-1.cfg
0236 | nfe-reactor-tiny-1 | MN-1 'SNAK' Fission Reactor | cat=Electrical | mass=0.014000 t | bulk=size0 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/FissionReactors/nfe-reactor-tiny-1.cfg
0237 | nfe-reactor-tiny-2 | MN-2 'Kerbopower' Fission Reactor | cat=Electrical | mass=0.042000 t | bulk=size0 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/FissionReactors/nfe-reactor-tiny-2.cfg
0238 | nfe-nuclearfuel-0625-1 | MF-0 Nuclear Fuel Drum | cat=FuelTank | mass=0.164550 t | bulk=size0 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/NuclearFuel/nfe-nuclearfuel-0625-1.cfg
0239 | nfe-nuclearfuel-125-1 | MF-1 Nuclear Fuel Drum | cat=FuelTank | mass=0.822750 t | bulk=size1 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/NuclearFuel/nfe-nuclearfuel-125-1.cfg
0240 | nfe-nuclearfuel-25-1 | MF-2 Nuclear Fuel Drum | cat=FuelTank | mass=2.632800 t | bulk=size2 | engines=- | gimbal=- deg | NearFutureElectrical/Parts/NuclearFuel/nfe-nuclearfuel-25-1.cfg
